department,code,title,description,credit_hours,prerequisites
Entrepreneurship,ENTR 3100,Applications,Advanced exploration of applications covering current research and industry practices.,3,ENTR 2243 and junior standing
Entrepreneurship,ENTR 3252,Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,ENTR 2325 and junior standing
Entrepreneurship,ENTR 3100,Advanced Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,3,ENTR 2775 and junior standing
Entrepreneurship,ENTR 4179,Senior Analysis,Examination of key concepts and methodologies in analysis. Includes hands-on experience and case studies.,3,ENTR 3043 and senior standing
Entrepreneurship,ENTR 4599,Senior Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,3,ENTR 3178 and senior standing
Entrepreneurship,ENTR 4986,Special Topics in Methods,Advanced exploration of methods covering current research and industry practices.,3,ENTR 3461 and senior standing
Finance,FINA 1971,Fundamentals of Theory,Advanced exploration of theory covering current research and industry practices.,3,None
Finance,FINA 1487,Fundamentals of Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,3,None
Finance,FINA 2664,Applied Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,3,FINA 1258 or equivalent
Finance,FINA 2197,Intermediate Applications,Advanced exploration of applications covering current research and industry practices.,3,FINA 1530 or equivalent
Finance,FINA 3829,Advanced Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,3,FINA 2989 and junior standing
Finance,FINA 3997,Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,3,FINA 2467 and junior standing
Finance,FINA 3637,Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,3,FINA 2789 and junior standing
Finance,FINA 4696,Special Topics in Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,4,FINA 3459 and senior standing
Finance,FINA 4212,Special Topics in Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,3,FINA 3565 and senior standing
Finance,FINA 4391,Special Topics in Methods,Advanced exploration of methods covering current research and industry practices.,3,FINA 3659 and senior standing
Finance,FINA 6342,Senior Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,3,FINA 3166 and senior standing
Finance,FINA 6179,Senior Analysis,Advanced exploration of analysis covering current research and industry practices.,3,FINA 3636 and senior standing
Finance,FINA 7076,Advanced Research,Comprehensive study of research with emphasis on theoretical foundations and practical applications.,3,FINA 3411 and senior standing
Finance,FINA 7147,Advanced Practice,Fundamental concepts and applications of practice. Designed for students pursuing careers in related fields.,3,FINA 3084 and senior standing
Information Systems,ISDS 1209,Introduction to Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,None
Information Systems,ISDS 1456,Principles of Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,4,None
Information Systems,ISDS 2125,Applied Theory,Examination of key concepts and methodologies in theory. Includes hands-on experience and case studies.,3,ISDS 1985 or equivalent
Information Systems,ISDS 2360,Applied Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,2,ISDS 1193 or equivalent
Information Systems,ISDS 3238,Advanced Research,Comprehensive study of research with emphasis on theoretical foundations and practical applications.,3,ISDS 2829 and junior standing
Information Systems,ISDS 3257,Advanced Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,ISDS 2461 and junior standing
Information Systems,ISDS 3866,Advanced Applications,In-depth analysis of applications principles. Students will develop critical thinking and problem-solving skills.,1,ISDS 2321 and junior standing
Information Systems,ISDS 4011,Special Topics in Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,3,ISDS 3244 and senior standing
Information Systems,ISDS 4991,Senior Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,3,ISDS 3241 and senior standing
Management,MGMT 1490,Introduction to Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,3,None
Management,MGMT 1813,Principles of Methods,Advanced exploration of methods covering current research and industry practices.,3,None
Management,MGMT 2107,Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,3,MGMT 1897 or equivalent
Management,MGMT 2630,Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,2,MGMT 1371 or equivalent
Management,MGMT 3801,Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,3,MGMT 2378 and junior standing
Management,MGMT 3560,Research,Advanced exploration of research covering current research and industry practices.,3,MGMT 2740 and junior standing
Management,MGMT 3124,Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,3,MGMT 2368 and junior standing
Management,MGMT 4210,Senior Applications,Advanced exploration of applications covering current research and industry practices.,4,MGMT 3540 and senior standing
Management,MGMT 4159,Advanced Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,3,MGMT 3965 and senior standing
Management,MGMT 4614,Advanced Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,4,MGMT 3376 and senior standing
Management,MGMT 7216,Special Topics in Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,3,MGMT 3074 and senior standing
Management,MGMT 6270,Senior Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,4,MGMT 3626 and senior standing
Management,MGMT 6408,Senior Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,4,MGMT 3728 and senior standing
Management,MGMT 6979,Special Topics in Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,MGMT 3981 and senior standing
Marketing,MARK 1822,Principles of Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,3,None
Marketing,MARK 1942,Fundamentals of Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,3,None
Marketing,MARK 2514,Applied Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,3,MARK 1513 or equivalent
Marketing,MARK 2543,Analysis,In-depth analysis of analysis principles. Students will develop critical thinking and problem-solving skills.,3,MARK 1577 or equivalent
Marketing,MARK 3116,Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,MARK 2170 and junior standing
Marketing,MARK 3570,Methods,Advanced exploration of methods covering current research and industry practices.,2,MARK 2545 and junior standing
Marketing,MARK 3803,Advanced Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,MARK 2764 and junior standing
Marketing,MARK 4795,Senior Theory,Examination of key concepts and methodologies in theory. Includes hands-on experience and case studies.,1,MARK 3823 and senior standing
Marketing,MARK 4699,Senior Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,4,MARK 3145 and senior standing
Marketing,MARK 4990,Senior Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,3,MARK 3717 and senior standing
Marketing,MARK 6710,Special Topics in Theory,Comprehensive study of theory with emphasis on theoretical foundations and practical applications.,3,MARK 3419 and senior standing
Supply Chain Management,SCM 1633,Introduction to Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,3,None
Supply Chain Management,SCM 1458,Fundamentals of Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,3,None
Supply Chain Management,SCM 2783,Intermediate Practice,Fundamental concepts and applications of practice. Designed for students pursuing careers in related fields.,3,SCM 1656 or equivalent
Supply Chain Management,SCM 2144,Applied Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,4,SCM 1787 or equivalent
Supply Chain Management,SCM 3414,Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,2,SCM 2625 and junior standing
Supply Chain Management,SCM 3695,Advanced Theory,Examination of key concepts and methodologies in theory. Includes hands-on experience and case studies.,4,SCM 2612 and junior standing
Supply Chain Management,SCM 3153,Advanced Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,SCM 2235 and junior standing
Supply Chain Management,SCM 4452,Senior Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,3,SCM 3491 and senior standing
Anthropology,ANTH 1446,Introduction to Practice,Advanced exploration of practice covering current research and industry practices.,3,None
Anthropology,ANTH 1160,Principles of Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,3,None
Anthropology,ANTH 2085,Analysis,Advanced exploration of analysis covering current research and industry practices.,3,ANTH 1088 or equivalent
Anthropology,ANTH 2687,Intermediate Research,Advanced exploration of research covering current research and industry practices.,4,ANTH 1519 or equivalent
Anthropology,ANTH 3103,Advanced Theory,Examination of key concepts and methodologies in theory. Includes hands-on experience and case studies.,2,ANTH 2668 and junior standing
Anthropology,ANTH 3872,Advanced Analysis,Advanced exploration of analysis covering current research and industry practices.,4,ANTH 2431 and junior standing
Anthropology,ANTH 3845,Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,ANTH 2910 and junior standing
Anthropology,ANTH 4521,Advanced Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,3,ANTH 3097 and senior standing
Anthropology,ANTH 4308,Advanced Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,3,ANTH 3459 and senior standing
Anthropology,ANTH 4204,Advanced Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,3,ANTH 3060 and senior standing
Anthropology,ANTH 6574,Advanced Analysis,Advanced exploration of analysis covering current research and industry practices.,3,ANTH 3470 and senior standing
Anthropology,ANTH 7076,Senior Theory,Examination of key concepts and methodologies in theory. Includes hands-on experience and case studies.,3,ANTH 3273 and senior standing
Art,ART 1623,Principles of Theory,In-depth analysis of theory principles. Students will develop critical thinking and problem-solving skills.,3,None
Art,ART 1585,Principles of Theory,In-depth analysis of theory principles. Students will develop critical thinking and problem-solving skills.,3,None
Art,ART 2089,Intermediate Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,3,ART 1781 or equivalent
Art,ART 2883,Intermediate Methods,Advanced exploration of methods covering current research and industry practices.,3,ART 1082 or equivalent
Art,ART 3538,Advanced Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,3,ART 2442 and junior standing
Art,ART 3584,Applications,In-depth analysis of applications principles. Students will develop critical thinking and problem-solving skills.,3,ART 2499 and junior standing
Art,ART 3150,Advanced Methods,Advanced exploration of methods covering current research and industry practices.,3,ART 2344 and junior standing
Art,ART 4219,Special Topics in Practice,Advanced exploration of practice covering current research and industry practices.,3,ART 3727 and senior standing
Art,ART 4701,Special Topics in Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,4,ART 3896 and senior standing
Art,ART 4232,Advanced Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,3,ART 3855 and senior standing
Art,ART 6297,Senior Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,4,ART 3076 and senior standing
Communications,COMM 1754,Fundamentals of Practice,Fundamental concepts and applications of practice. Designed for students pursuing careers in related fields.,3,None
Communications,COMM 1746,Fundamentals of Analysis,Examination of key concepts and methodologies in analysis. Includes hands-on experience and case studies.,3,None
Communications,COMM 2376,Intermediate Research,Comprehensive study of research with emphasis on theoretical foundations and practical applications.,4,COMM 1491 or equivalent
Communications,COMM 2889,Applied Practice,Fundamental concepts and applications of practice. Designed for students pursuing careers in related fields.,3,COMM 1829 or equivalent
Communications,COMM 3243,Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,3,COMM 2664 and junior standing
Communications,COMM 3837,Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,3,COMM 2620 and junior standing
Communications,COMM 3399,Advanced Theory,Advanced exploration of theory covering current research and industry practices.,3,COMM 2716 and junior standing
Communications,COMM 4017,Senior Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,2,COMM 3366 and senior standing
Communications,COMM 4690,Special Topics in Research,Advanced exploration of research covering current research and industry practices.,3,COMM 3928 and senior standing
Communications,COMM 4882,Special Topics in Theory,In-depth analysis of theory principles. Students will develop critical thinking and problem-solving skills.,3,COMM 3417 and senior standing
Communications,COMM 6965,Advanced Research,Advanced exploration of research covering current research and industry practices.,4,COMM 3669 and senior standing
Communications,COMM 7608,Advanced Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,4,COMM 3200 and senior standing
Communications,COMM 6408,Advanced Practice,Examination of key concepts and methodologies in practice. Includes hands-on experience and case studies.,4,COMM 3475 and senior standing
Economics,ECON 1770,Introduction to Practice,Fundamental concepts and applications of practice. Designed for students pursuing careers in related fields.,4,None
Economics,ECON 1554,Introduction to Analysis,Examination of key concepts and methodologies in analysis. Includes hands-on experience and case studies.,3,None
Economics,ECON 2483,Intermediate Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,3,ECON 1877 or equivalent
Economics,ECON 2903,Applied Theory,Examination of key concepts and methodologies in theory. Includes hands-on experience and case studies.,3,ECON 1274 or equivalent
Economics,ECON 3335,Advanced Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,1,ECON 2676 and junior standing
Economics,ECON 3964,Methods,Advanced exploration of methods covering current research and industry practices.,3,ECON 2086 and junior standing
Economics,ECON 3986,Analysis,Examination of key concepts and methodologies in analysis. Includes hands-on experience and case studies.,3,ECON 2971 and junior standing
Economics,ECON 4777,Senior Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,3,ECON 3490 and senior standing
Economics,ECON 4964,Advanced Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,2,ECON 3691 and senior standing
Economics,ECON 4138,Advanced Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,4,ECON 3906 and senior standing
Economics,ECON 6878,Advanced Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,3,ECON 3702 and senior standing
English,ENGL 1860,Principles of Writing,In-depth analysis of writing principles. Students will develop critical thinking and problem-solving skills.,3,None
English,ENGL 1965,Principles of Creative Writing,Comprehensive study of creative writing with emphasis on theoretical foundations and practical applications.,4,None
English,ENGL 2742,American Literature,Fundamental concepts and applications of american literature. Designed for students pursuing careers in related fields.,3,ENGL 1163 or equivalent
English,ENGL 2967,Intermediate Technical Writing,In-depth analysis of technical writing principles. Students will develop critical thinking and problem-solving skills.,3,ENGL 1946 or equivalent
English,ENGL 3320,Advanced American Literature,Examination of key concepts and methodologies in american literature. Includes hands-on experience and case studies.,3,ENGL 2761 and junior standing
English,ENGL 3509,American Literature,Advanced exploration of american literature covering current research and industry practices.,3,ENGL 2459 and junior standing
English,ENGL 3789,Advanced Writing,Advanced exploration of writing covering current research and industry practices.,3,ENGL 2324 and junior standing
English,ENGL 4909,Advanced Technical Writing,Fundamental concepts and applications of technical writing. Designed for students pursuing careers in related fields.,2,ENGL 3273 and senior standing
English,ENGL 4143,Advanced Composition,Examination of key concepts and methodologies in composition. Includes hands-on experience and case studies.,3,ENGL 3482 and senior standing
English,ENGL 4476,Special Topics in World Literature,In-depth analysis of world literature principles. Students will develop critical thinking and problem-solving skills.,3,ENGL 3967 and senior standing
History,HIST 1782,Principles of Social History,In-depth analysis of social history principles. Students will develop critical thinking and problem-solving skills.,4,None
History,HIST 1396,Principles of Social History,Comprehensive study of social history with emphasis on theoretical foundations and practical applications.,3,None
History,HIST 2099,Applied Cultural History,Fundamental concepts and applications of cultural history. Designed for students pursuing careers in related fields.,3,HIST 1597 or equivalent
History,HIST 2492,Applied Ancient History,Fundamental concepts and applications of ancient history. Designed for students pursuing careers in related fields.,3,HIST 1028 or equivalent
History,HIST 3293,Political History,Advanced exploration of political history covering current research and industry practices.,3,HIST 2170 and junior standing
History,HIST 3036,Modern History,Fundamental concepts and applications of modern history. Designed for students pursuing careers in related fields.,3,HIST 2806 and junior standing
History,HIST 3169,World History,In-depth analysis of world history principles. Students will develop critical thinking and problem-solving skills.,3,HIST 2216 and junior standing
History,HIST 4076,Special Topics in Cultural History,In-depth analysis of cultural history principles. Students will develop critical thinking and problem-solving skills.,3,HIST 3405 and senior standing
History,HIST 4424,Senior European History,In-depth analysis of european history principles. Students will develop critical thinking and problem-solving skills.,3,HIST 3798 and senior standing
History,HIST 4242,Senior Political History,Advanced exploration of political history covering current research and industry practices.,3,HIST 3252 and senior standing
History,HIST 7721,Special Topics in Cultural History,Comprehensive study of cultural history with emphasis on theoretical foundations and practical applications.,3,HIST 3999 and senior standing
History,HIST 7404,Senior Political History,Fundamental concepts and applications of political history. Designed for students pursuing careers in related fields.,3,HIST 3908 and senior standing
History,HIST 6520,Special Topics in Ancient History,Fundamental concepts and applications of ancient history. Designed for students pursuing careers in related fields.,1,HIST 3992 and senior standing
Philosophy,PHIL 1014,Fundamentals of Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,2,None
Philosophy,PHIL 1544,Fundamentals of Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,3,None
Philosophy,PHIL 2724,Intermediate Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,3,PHIL 1336 or equivalent
Philosophy,PHIL 2605,Intermediate Practice,Fundamental concepts and applications of practice. Designed for students pursuing careers in related fields.,2,PHIL 1897 or equivalent
Philosophy,PHIL 3425,Practice,Advanced exploration of practice covering current research and industry practices.,3,PHIL 2515 and junior standing
Philosophy,PHIL 3417,Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,1,PHIL 2917 and junior standing
Philosophy,PHIL 3216,Advanced Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,4,PHIL 2244 and junior standing
Philosophy,PHIL 4259,Special Topics in Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,3,PHIL 3623 and senior standing
Philosophy,PHIL 4055,Advanced Analysis,Examination of key concepts and methodologies in analysis. Includes hands-on experience and case studies.,3,PHIL 3145 and senior standing
Philosophy,PHIL 4342,Special Topics in Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,3,PHIL 3584 and senior standing
Philosophy,PHIL 6617,Advanced Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,2,PHIL 3394 and senior standing
Philosophy,PHIL 7247,Senior Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,4,PHIL 3730 and senior standing
Political Science,POLS 1897,Principles of Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,3,None
Political Science,POLS 1075,Principles of Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,2,None
Political Science,POLS 2426,Intermediate Practice,Examination of key concepts and methodologies in practice. Includes hands-on experience and case studies.,2,POLS 1883 or equivalent
Political Science,POLS 2063,Theory,Comprehensive study of theory with emphasis on theoretical foundations and practical applications.,3,POLS 1266 or equivalent
Political Science,POLS 3862,Advanced Methods,Advanced exploration of methods covering current research and industry practices.,3,POLS 2190 and junior standing
Political Science,POLS 3560,Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,3,POLS 2532 and junior standing
Political Science,POLS 3872,Advanced Analysis,In-depth analysis of analysis principles. Students will develop critical thinking and problem-solving skills.,3,POLS 2956 and junior standing
Political Science,POLS 4822,Advanced Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,3,POLS 3488 and senior standing
Political Science,POLS 4678,Special Topics in Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,POLS 3665 and senior standing
Political Science,POLS 4420,Special Topics in Practice,Examination of key concepts and methodologies in practice. Includes hands-on experience and case studies.,3,POLS 3406 and senior standing
Political Science,POLS 7904,Senior Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,3,POLS 3279 and senior standing
Psychology,PSYC 1598,Fundamentals of Research Methods,Examination of key concepts and methodologies in research methods. Includes hands-on experience and case studies.,3,None
Psychology,PSYC 1420,Principles of Personality,Comprehensive study of personality with emphasis on theoretical foundations and practical applications.,4,None
Psychology,PSYC 2525,Intermediate Abnormal Psychology,Examination of key concepts and methodologies in abnormal psychology. Includes hands-on experience and case studies.,2,PSYC 1940 or equivalent
Psychology,PSYC 2861,Intermediate Abnormal Psychology,Examination of key concepts and methodologies in abnormal psychology. Includes hands-on experience and case studies.,3,PSYC 1234 or equivalent
Psychology,PSYC 3644,Advanced Cognitive Psychology,Examination of key concepts and methodologies in cognitive psychology. Includes hands-on experience and case studies.,1,PSYC 2127 and junior standing
Psychology,PSYC 3229,Advanced Learning,Examination of key concepts and methodologies in learning. Includes hands-on experience and case studies.,3,PSYC 2856 and junior standing
Psychology,PSYC 3901,Cognitive Psychology,Examination of key concepts and methodologies in cognitive psychology. Includes hands-on experience and case studies.,1,PSYC 2492 and junior standing
Psychology,PSYC 4816,Special Topics in Cognitive Psychology,Fundamental concepts and applications of cognitive psychology. Designed for students pursuing careers in related fields.,2,PSYC 3956 and senior standing
Psychology,PSYC 4691,Special Topics in Statistics,Examination of key concepts and methodologies in statistics. Includes hands-on experience and case studies.,3,PSYC 3030 and senior standing
Psychology,PSYC 4910,Advanced Personality,Advanced exploration of personality covering current research and industry practices.,4,PSYC 3556 and senior standing
Psychology,PSYC 7824,Senior Cognitive Psychology,Examination of key concepts and methodologies in cognitive psychology. Includes hands-on experience and case studies.,3,PSYC 3983 and senior standing
Psychology,PSYC 6048,Senior Personality,Comprehensive study of personality with emphasis on theoretical foundations and practical applications.,3,PSYC 3662 and senior standing
Sociology,SOCI 1936,Introduction to Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,None
Sociology,SOCI 1036,Principles of Research,Advanced exploration of research covering current research and industry practices.,3,None
Sociology,SOCI 2321,Practice,Advanced exploration of practice covering current research and industry practices.,3,SOCI 1816 or equivalent
Sociology,SOCI 2813,Intermediate Practice,Advanced exploration of practice covering current research and industry practices.,2,SOCI 1735 or equivalent
Sociology,SOCI 3905,Practice,Examination of key concepts and methodologies in practice. Includes hands-on experience and case studies.,3,SOCI 2764 and junior standing
Sociology,SOCI 3232,Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,SOCI 2722 and junior standing
Sociology,SOCI 3766,Advanced Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,3,SOCI 2011 and junior standing
Sociology,SOCI 4890,Special Topics in Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,SOCI 3102 and senior standing
Sociology,SOCI 4218,Advanced Applications,Advanced exploration of applications covering current research and industry practices.,3,SOCI 3055 and senior standing
Sociology,SOCI 4677,Advanced Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,2,SOCI 3504 and senior standing
Sociology,SOCI 6825,Advanced Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,SOCI 3031 and senior standing
Sociology,SOCI 7976,Senior Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,3,SOCI 3305 and senior standing
Sociology,SOCI 6048,Senior Methods,Advanced exploration of methods covering current research and industry practices.,2,SOCI 3931 and senior standing
Spanish,SPAN 1136,Introduction to Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,3,None
Spanish,SPAN 1773,Fundamentals of Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,2,None
Spanish,SPAN 2539,Intermediate Theory,Examination of key concepts and methodologies in theory. Includes hands-on experience and case studies.,2,SPAN 1621 or equivalent
Spanish,SPAN 2846,Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,3,SPAN 1729 or equivalent
Spanish,SPAN 3613,Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,4,SPAN 2903 and junior standing
Spanish,SPAN 3465,Advanced Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,2,SPAN 2455 and junior standing
Spanish,SPAN 3450,Advanced Practice,Advanced exploration of practice covering current research and industry practices.,3,SPAN 2893 and junior standing
Spanish,SPAN 4776,Special Topics in Theory,Comprehensive study of theory with emphasis on theoretical foundations and practical applications.,3,SPAN 3425 and senior standing
Music,MUSI 1943,Introduction to Theory,Comprehensive study of theory with emphasis on theoretical foundations and practical applications.,4,None
Music,MUSI 1715,Principles of Analysis,Examination of key concepts and methodologies in analysis. Includes hands-on experience and case studies.,1,None
Music,MUSI 2294,Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,3,MUSI 1212 or equivalent
Music,MUSI 2445,Applied Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,3,MUSI 1099 or equivalent
Music,MUSI 3473,Research,Comprehensive study of research with emphasis on theoretical foundations and practical applications.,3,MUSI 2825 and junior standing
Music,MUSI 3270,Advanced Analysis,In-depth analysis of analysis principles. Students will develop critical thinking and problem-solving skills.,3,MUSI 2915 and junior standing
Music,MUSI 3296,Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,3,MUSI 2047 and junior standing
Music,MUSI 4343,Senior Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,2,MUSI 3533 and senior standing
Music,MUSI 4864,Advanced Analysis,Examination of key concepts and methodologies in analysis. Includes hands-on experience and case studies.,3,MUSI 3828 and senior standing
Music,MUSI 4285,Senior Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,3,MUSI 3478 and senior standing
Music,MUSI 7652,Advanced Theory,Comprehensive study of theory with emphasis on theoretical foundations and practical applications.,4,MUSI 3520 and senior standing
Music,MUSI 7385,Special Topics in Applications,Advanced exploration of applications covering current research and industry practices.,4,MUSI 3180 and senior standing
Music,MUSI 7643,Senior Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,3,MUSI 3247 and senior standing
Music,MUSI 6031,Senior Theory,Examination of key concepts and methodologies in theory. Includes hands-on experience and case studies.,3,MUSI 3869 and senior standing
Theatre,THEA 1160,Principles of Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,3,None
Theatre,THEA 1503,Introduction to Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,None
Theatre,THEA 2830,Intermediate Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,3,THEA 1306 or equivalent
Theatre,THEA 2177,Research,Advanced exploration of research covering current research and industry practices.,3,THEA 1814 or equivalent
Theatre,THEA 3256,Advanced Analysis,Examination of key concepts and methodologies in analysis. Includes hands-on experience and case studies.,3,THEA 2279 and junior standing
Theatre,THEA 3410,Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,3,THEA 2769 and junior standing
Theatre,THEA 3498,Advanced Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,3,THEA 2543 and junior standing
Theatre,THEA 4786,Senior Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,4,THEA 3223 and senior standing
Theatre,THEA 4875,Senior Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,THEA 3596 and senior standing
Theatre,THEA 4849,Special Topics in Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,4,THEA 3942 and senior standing
Theatre,THEA 6653,Special Topics in Analysis,Advanced exploration of analysis covering current research and industry practices.,3,THEA 3563 and senior standing
Theatre,THEA 7669,Advanced Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,4,THEA 3042 and senior standing
Theatre,THEA 6428,Senior Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,3,THEA 3278 and senior standing
Curriculum and Instruction,CUIN 1076,Fundamentals of Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,4,None
Curriculum and Instruction,CUIN 1672,Principles of Analysis,In-depth analysis of analysis principles. Students will develop critical thinking and problem-solving skills.,3,None
Curriculum and Instruction,CUIN 2112,Intermediate Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,3,CUIN 1908 or equivalent
Curriculum and Instruction,CUIN 2707,Intermediate Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,3,CUIN 1825 or equivalent
