department,code,title,description,credit_hours,prerequisites
Accounting,ACCT 287,Applied Practice,Rigorous treatment of practice theory and applications with emphasis on research methodology.,4,ACCT 150 or equivalent
Accounting,ACCT 296,Intermediate Theory,Comprehensive study of theory with emphasis on theoretical foundations and practical applications.,3,ACCT 106 or equivalent
Accounting,ACCT 316,Advanced Seminar,Advanced exploration of seminar covering current research and industry practices.,3,ACCT 280 and junior standing
Accounting,ACCT 373,Workshop,Comprehensive study of workshop with emphasis on theoretical foundations and practical applications.,2,ACCT 259 and junior standing
Accounting,ACCT 303,Seminar,Interdisciplinary approach to seminar combining theoretical knowledge with practical problem-solving.,4,ACCT 237 and junior standing
Accounting,ACCT 434,Advanced Seminar,Interdisciplinary approach to seminar combining theoretical knowledge with practical problem-solving.,4,ACCT 356 and senior standing or graduate status
Finance,FINA 150,Principles of Practice,Advanced exploration of practice covering current research and industry practices.,1,None
Finance,FINA 100,Introduction to Practice,Rigorous treatment of practice theory and applications with emphasis on research methodology.,3,None
Finance,FINA 217,Intermediate Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,4,FINA 109 or equivalent
Finance,FINA 273,Intermediate Theory,Rigorous treatment of theory theory and applications with emphasis on research methodology.,4,FINA 167 or equivalent
Finance,FINA 383,Advanced Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,4,FINA 201 and junior standing
Finance,FINA 302,Seminar,In-depth analysis of seminar principles. Students will develop critical thinking and problem-solving skills.,3,FINA 232 and junior standing
Finance,FINA 389,Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,1,FINA 235 and junior standing
Finance,FINA 415,Graduate Applications,Interdisciplinary approach to applications combining theoretical knowledge with practical problem-solving.,2,FINA 343 and senior standing or graduate status
Finance,FINA 437,Advanced Workshop,Interdisciplinary approach to workshop combining theoretical knowledge with practical problem-solving.,4,FINA 378 and senior standing or graduate status
Finance,FINA 423,Graduate Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,FINA 361 and senior standing or graduate status
Management,MGMT 135,Fundamentals of Methods,Advanced exploration of methods covering current research and industry practices.,3,None
Management,MGMT 191,Fundamentals of Practice,Examination of key concepts and methodologies in practice. Includes hands-on experience and case studies.,4,None
Management,MGMT 255,Applied Methods,Advanced exploration of methods covering current research and industry practices.,3,MGMT 141 or equivalent
Management,MGMT 232,Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,4,MGMT 105 or equivalent
Management,MGMT 315,Advanced Workshop,Examination of key concepts and methodologies in workshop. Includes hands-on experience and case studies.,4,MGMT 200 and junior standing
Management,MGMT 379,Seminar,Interdisciplinary approach to seminar combining theoretical knowledge with practical problem-solving.,3,MGMT 254 and junior standing
Management,MGMT 300,Practice,Interdisciplinary approach to practice combining theoretical knowledge with practical problem-solving.,2,MGMT 254 and junior standing
Management,MGMT 403,Graduate Workshop,Interdisciplinary approach to workshop combining theoretical knowledge with practical problem-solving.,3,MGMT 348 and senior standing or graduate status
Management,MGMT 403,Special Topics in Applications,Rigorous treatment of applications theory and applications with emphasis on research methodology.,3,MGMT 303 and senior standing or graduate status
Management,MGMT 493,Graduate Workshop,Advanced exploration of workshop covering current research and industry practices.,3,MGMT 359 and senior standing or graduate status
Management,MGMT 743,Special Topics in Theory,In-depth analysis of theory principles. Students will develop critical thinking and problem-solving skills.,3,MGMT 304 and senior standing or graduate status
Management,MGMT 737,Graduate Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,1,MGMT 306 and senior standing or graduate status
Management,MGMT 515,Advanced Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,3,MGMT 393 and senior standing or graduate status
Management,MGMT 690,Graduate Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,4,MGMT 384 and senior standing or graduate status
Management,MGMT 694,Advanced Methods,Advanced exploration of methods covering current research and industry practices.,3,MGMT 342 and senior standing or graduate status
Marketing,MKTG 156,Fundamentals of Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,3,None
Marketing,MKTG 101,Fundamentals of Analysis,Advanced exploration of analysis covering current research and industry practices.,3,None
Marketing,MKTG 200,Research,Interdisciplinary approach to research combining theoretical knowledge with practical problem-solving.,4,MKTG 118 or equivalent
Marketing,MKTG 260,Intermediate Theory,Examination of key concepts and methodologies in theory. Includes hands-on experience and case studies.,3,MKTG 186 or equivalent
Marketing,MKTG 357,Advanced Practice,Fundamental concepts and applications of practice. Designed for students pursuing careers in related fields.,4,MKTG 246 and junior standing
Marketing,MKTG 366,Advanced Theory,Rigorous treatment of theory theory and applications with emphasis on research methodology.,3,MKTG 235 and junior standing
Marketing,MKTG 320,Methods,Advanced exploration of methods covering current research and industry practices.,3,MKTG 245 and junior standing
Marketing,MKTG 422,Advanced Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,3,MKTG 398 and senior standing or graduate status
Marketing,MKTG 420,Advanced Analysis,In-depth analysis of analysis principles. Students will develop critical thinking and problem-solving skills.,2,MKTG 341 and senior standing or graduate status
Marketing,MKTG 474,Graduate Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,1,MKTG 329 and senior standing or graduate status
Art History,ARTH 191,Introduction to American History,In-depth analysis of american history principles. Students will develop critical thinking and problem-solving skills.,2,None
Art History,ARTH 123,Principles of Cultural History,In-depth analysis of cultural history principles. Students will develop critical thinking and problem-solving skills.,4,None
Art History,ARTH 240,Intermediate Military History,Comprehensive study of military history with emphasis on theoretical foundations and practical applications.,1,ARTH 113 or equivalent
Art History,ARTH 297,Cultural History,Comprehensive study of cultural history with emphasis on theoretical foundations and practical applications.,4,ARTH 118 or equivalent
Art History,ARTH 387,Political History,In-depth analysis of political history principles. Students will develop critical thinking and problem-solving skills.,2,ARTH 286 and junior standing
Art History,ARTH 342,Social History,In-depth analysis of social history principles. Students will develop critical thinking and problem-solving skills.,4,ARTH 274 and junior standing
Art History,ARTH 329,Advanced World History,Rigorous treatment of world history theory and applications with emphasis on research methodology.,3,ARTH 270 and junior standing
Art History,ARTH 466,Graduate American History,Interdisciplinary approach to american history combining theoretical knowledge with practical problem-solving.,3,ARTH 399 and senior standing or graduate status
Art History,ARTH 456,Special Topics in Modern History,Rigorous treatment of modern history theory and applications with emphasis on research methodology.,3,ARTH 315 and senior standing or graduate status
Art History,ARTH 435,Advanced Cultural History,Rigorous treatment of cultural history theory and applications with emphasis on research methodology.,4,ARTH 320 and senior standing or graduate status
Art History,ARTH 716,Special Topics in Ancient History,Rigorous treatment of ancient history theory and applications with emphasis on research methodology.,3,ARTH 384 and senior standing or graduate status
Classical and European Studies,CLAS 180,Fundamentals of Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,3,None
Classical and European Studies,CLAS 143,Principles of Theory,In-depth analysis of theory principles. Students will develop critical thinking and problem-solving skills.,3,None
Classical and European Studies,CLAS 272,Applied Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,4,CLAS 188 or equivalent
Classical and European Studies,CLAS 259,Applied Analysis,Examination of key concepts and methodologies in analysis. Includes hands-on experience and case studies.,2,CLAS 197 or equivalent
Classical and European Studies,CLAS 389,Advanced Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,4,CLAS 226 and junior standing
Classical and European Studies,CLAS 300,Analysis,In-depth analysis of analysis principles. Students will develop critical thinking and problem-solving skills.,4,CLAS 213 and junior standing
Classical and European Studies,CLAS 382,Theory,Rigorous treatment of theory theory and applications with emphasis on research methodology.,4,CLAS 260 and junior standing
Classical and European Studies,CLAS 498,Advanced Practice,Rigorous treatment of practice theory and applications with emphasis on research methodology.,3,CLAS 340 and senior standing or graduate status
Classical and European Studies,CLAS 455,Special Topics in Methods,Advanced exploration of methods covering current research and industry practices.,4,CLAS 354 and senior standing or graduate status
Classical and European Studies,CLAS 465,Special Topics in Applications,Rigorous treatment of applications theory and applications with emphasis on research methodology.,4,CLAS 313 and senior standing or graduate status
Classical and European Studies,CLAS 574,Advanced Workshop,Interdisciplinary approach to workshop combining theoretical knowledge with practical problem-solving.,4,CLAS 309 and senior standing or graduate status
Classical and European Studies,CLAS 522,Graduate Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,4,CLAS 383 and senior standing or graduate status
Classical and European Studies,CLAS 542,Graduate Analysis,Advanced exploration of analysis covering current research and industry practices.,4,CLAS 365 and senior standing or graduate status
Classical and European Studies,CLAS 757,Graduate Research,Comprehensive study of research with emphasis on theoretical foundations and practical applications.,3,CLAS 369 and senior standing or graduate status
Classical and European Studies,CLAS 618,Special Topics in Research,Interdisciplinary approach to research combining theoretical knowledge with practical problem-solving.,3,CLAS 393 and senior standing or graduate status
English,ENGL 136,Introduction to British Literature,Examination of key concepts and methodologies in british literature. Includes hands-on experience and case studies.,4,None
English,ENGL 162,Fundamentals of Technical Writing,Examination of key concepts and methodologies in technical writing. Includes hands-on experience and case studies.,4,None
English,ENGL 282,World Literature,Comprehensive study of world literature with emphasis on theoretical foundations and practical applications.,4,ENGL 107 or equivalent
English,ENGL 299,Poetry,Interdisciplinary approach to poetry combining theoretical knowledge with practical problem-solving.,3,ENGL 114 or equivalent
English,ENGL 334,Writing,Comprehensive study of writing with emphasis on theoretical foundations and practical applications.,3,ENGL 242 and junior standing
English,ENGL 384,Advanced World Literature,In-depth analysis of world literature principles. Students will develop critical thinking and problem-solving skills.,4,ENGL 283 and junior standing
English,ENGL 334,Advanced Writing,Rigorous treatment of writing theory and applications with emphasis on research methodology.,3,ENGL 203 and junior standing
English,ENGL 474,Special Topics in World Literature,Fundamental concepts and applications of world literature. Designed for students pursuing careers in related fields.,3,ENGL 388 and senior standing or graduate status
English,ENGL 476,Graduate Rhetoric,Rigorous treatment of rhetoric theory and applications with emphasis on research methodology.,3,ENGL 341 and senior standing or graduate status
English,ENGL 498,Graduate Literature,Advanced exploration of literature covering current research and industry practices.,3,ENGL 335 and senior standing or graduate status
French Studies,FREN 150,Introduction to Theory,Examination of key concepts and methodologies in theory. Includes hands-on experience and case studies.,3,None
French Studies,FREN 134,Introduction to Theory,Rigorous treatment of theory theory and applications with emphasis on research methodology.,2,None
French Studies,FREN 226,Methods,Interdisciplinary approach to methods combining theoretical knowledge with practical problem-solving.,4,FREN 173 or equivalent
French Studies,FREN 208,Theory,Comprehensive study of theory with emphasis on theoretical foundations and practical applications.,3,FREN 126 or equivalent
French Studies,FREN 344,Advanced Applications,Rigorous treatment of applications theory and applications with emphasis on research methodology.,3,FREN 245 and junior standing
French Studies,FREN 303,Advanced Seminar,Interdisciplinary approach to seminar combining theoretical knowledge with practical problem-solving.,3,FREN 204 and junior standing
French Studies,FREN 369,Advanced Practice,Examination of key concepts and methodologies in practice. Includes hands-on experience and case studies.,2,FREN 283 and junior standing
French Studies,FREN 401,Special Topics in Methods,Interdisciplinary approach to methods combining theoretical knowledge with practical problem-solving.,2,FREN 338 and senior standing or graduate status
French Studies,FREN 466,Advanced Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,3,FREN 307 and senior standing or graduate status
French Studies,FREN 424,Advanced Seminar,Advanced exploration of seminar covering current research and industry practices.,3,FREN 345 and senior standing or graduate status
French Studies,FREN 521,Graduate Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,4,FREN 374 and senior standing or graduate status
French Studies,FREN 563,Graduate Workshop,Comprehensive study of workshop with emphasis on theoretical foundations and practical applications.,3,FREN 385 and senior standing or graduate status
French Studies,FREN 628,Advanced Seminar,Examination of key concepts and methodologies in seminar. Includes hands-on experience and case studies.,4,FREN 392 and senior standing or graduate status
German and Slavic Studies,GERM 163,Principles of Workshop,Interdisciplinary approach to workshop combining theoretical knowledge with practical problem-solving.,4,None
German and Slavic Studies,GERM 131,Introduction to Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,2,None
German and Slavic Studies,GERM 203,Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,4,GERM 176 or equivalent
German and Slavic Studies,GERM 236,Applied Workshop,Rigorous treatment of workshop theory and applications with emphasis on research methodology.,3,GERM 150 or equivalent
German and Slavic Studies,GERM 323,Advanced Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,GERM 242 and junior standing
German and Slavic Studies,GERM 394,Advanced Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,GERM 233 and junior standing
German and Slavic Studies,GERM 326,Advanced Theory,Rigorous treatment of theory theory and applications with emphasis on research methodology.,3,GERM 298 and junior standing
German and Slavic Studies,GERM 443,Advanced Applications,In-depth analysis of applications principles. Students will develop critical thinking and problem-solving skills.,3,GERM 337 and senior standing or graduate status
German and Slavic Studies,GERM 458,Advanced Applications,Advanced exploration of applications covering current research and industry practices.,3,GERM 325 and senior standing or graduate status
German and Slavic Studies,GERM 497,Advanced Workshop,Rigorous treatment of workshop theory and applications with emphasis on research methodology.,3,GERM 367 and senior standing or graduate status
German and Slavic Studies,GERM 670,Special Topics in Analysis,In-depth analysis of analysis principles. Students will develop critical thinking and problem-solving skills.,2,GERM 334 and senior standing or graduate status
Hispanic Studies,HISP 168,Principles of Theory,Comprehensive study of theory with emphasis on theoretical foundations and practical applications.,3,None
Hispanic Studies,HISP 117,Fundamentals of Workshop,Rigorous treatment of workshop theory and applications with emphasis on research methodology.,2,None
Hispanic Studies,HISP 216,Intermediate Theory,In-depth analysis of theory principles. Students will develop critical thinking and problem-solving skills.,2,HISP 183 or equivalent
Hispanic Studies,HISP 263,Workshop,Comprehensive study of workshop with emphasis on theoretical foundations and practical applications.,3,HISP 125 or equivalent
Hispanic Studies,HISP 373,Advanced Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,3,HISP 239 and junior standing
Hispanic Studies,HISP 355,Advanced Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,4,HISP 217 and junior standing
Hispanic Studies,HISP 327,Practice,Rigorous treatment of practice theory and applications with emphasis on research methodology.,2,HISP 234 and junior standing
Hispanic Studies,HISP 401,Graduate Workshop,Advanced exploration of workshop covering current research and industry practices.,3,HISP 344 and senior standing or graduate status
Hispanic Studies,HISP 496,Advanced Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,4,HISP 351 and senior standing or graduate status
History,HIST 167,Introduction to Military History,Comprehensive study of military history with emphasis on theoretical foundations and practical applications.,4,None
History,HIST 155,Introduction to Social History,Examination of key concepts and methodologies in social history. Includes hands-on experience and case studies.,3,None
History,HIST 276,Intermediate Political History,Comprehensive study of political history with emphasis on theoretical foundations and practical applications.,2,HIST 151 or equivalent
History,HIST 261,Applied Social History,Rigorous treatment of social history theory and applications with emphasis on research methodology.,4,HIST 165 or equivalent
History,HIST 308,Advanced Social History,In-depth analysis of social history principles. Students will develop critical thinking and problem-solving skills.,3,HIST 237 and junior standing
History,HIST 302,Modern History,In-depth analysis of modern history principles. Students will develop critical thinking and problem-solving skills.,4,HIST 241 and junior standing
History,HIST 342,Advanced Cultural History,Interdisciplinary approach to cultural history combining theoretical knowledge with practical problem-solving.,4,HIST 277 and junior standing
History,HIST 499,Special Topics in World History,Rigorous treatment of world history theory and applications with emphasis on research methodology.,3,HIST 331 and senior standing or graduate status
History,HIST 419,Special Topics in Social History,Fundamental concepts and applications of social history. Designed for students pursuing careers in related fields.,3,HIST 376 and senior standing or graduate status
History,HIST 449,Special Topics in World History,In-depth analysis of world history principles. Students will develop critical thinking and problem-solving skills.,3,HIST 336 and senior standing or graduate status
History,HIST 690,Graduate Ancient History,Rigorous treatment of ancient history theory and applications with emphasis on research methodology.,3,HIST 383 and senior standing or graduate status
History,HIST 650,Advanced European History,Interdisciplinary approach to european history combining theoretical knowledge with practical problem-solving.,3,HIST 310 and senior standing or graduate status
History,HIST 508,Advanced American History,Comprehensive study of american history with emphasis on theoretical foundations and practical applications.,3,HIST 366 and senior standing or graduate status
History,HIST 704,Special Topics in European History,Rigorous treatment of european history theory and applications with emphasis on research methodology.,3,HIST 391 and senior standing or graduate status
Linguistics,LING 183,Introduction to Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,3,None
Linguistics,LING 187,Principles of Seminar,In-depth analysis of seminar principles. Students will develop critical thinking and problem-solving skills.,4,None
Linguistics,LING 204,Applied Research,Rigorous treatment of research theory and applications with emphasis on research methodology.,4,LING 158 or equivalent
Linguistics,LING 290,Theory,In-depth analysis of theory principles. Students will develop critical thinking and problem-solving skills.,3,LING 185 or equivalent
Linguistics,LING 339,Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,3,LING 251 and junior standing
Linguistics,LING 353,Workshop,Interdisciplinary approach to workshop combining theoretical knowledge with practical problem-solving.,3,LING 268 and junior standing
Linguistics,LING 369,Methods,Rigorous treatment of methods theory and applications with emphasis on research methodology.,4,LING 277 and junior standing
Linguistics,LING 465,Advanced Seminar,Rigorous treatment of seminar theory and applications with emphasis on research methodology.,3,LING 319 and senior standing or graduate status
Linguistics,LING 424,Advanced Methods,Advanced exploration of methods covering current research and industry practices.,3,LING 317 and senior standing or graduate status
Linguistics,LING 491,Special Topics in Practice,Fundamental concepts and applications of practice. Designed for students pursuing careers in related fields.,2,LING 394 and senior standing or graduate status
Linguistics,LING 526,Special Topics in Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,4,LING 358 and senior standing or graduate status
Linguistics,LING 758,Graduate Seminar,Advanced exploration of seminar covering current research and industry practices.,3,LING 302 and senior standing or graduate status
Linguistics,LING 566,Advanced Seminar,Rigorous treatment of seminar theory and applications with emphasis on research methodology.,3,LING 321 and senior standing or graduate status
Linguistics,LING 682,Advanced Seminar,Comprehensive study of seminar with emphasis on theoretical foundations and practical applications.,3,LING 340 and senior standing or graduate status
Linguistics,LING 735,Advanced Analysis,Rigorous treatment of analysis theory and applications with emphasis on research methodology.,4,LING 380 and senior standing or graduate status
Philosophy,PHIL 103,Introduction to Research,Advanced exploration of research covering current research and industry practices.,3,None
Philosophy,PHIL 113,Fundamentals of Theory,Interdisciplinary approach to theory combining theoretical knowledge with practical problem-solving.,2,None
Philosophy,PHIL 270,Intermediate Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,1,PHIL 104 or equivalent
Philosophy,PHIL 246,Intermediate Seminar,Examination of key concepts and methodologies in seminar. Includes hands-on experience and case studies.,3,PHIL 192 or equivalent
Philosophy,PHIL 311,Methods,Interdisciplinary approach to methods combining theoretical knowledge with practical problem-solving.,4,PHIL 207 and junior standing
Philosophy,PHIL 326,Advanced Practice,Rigorous treatment of practice theory and applications with emphasis on research methodology.,3,PHIL 227 and junior standing
Philosophy,PHIL 377,Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,1,PHIL 246 and junior standing
Philosophy,PHIL 403,Advanced Practice,Interdisciplinary approach to practice combining theoretical knowledge with practical problem-solving.,1,PHIL 391 and senior standing or graduate status
Philosophy,PHIL 408,Advanced Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,3,PHIL 343 and senior standing or graduate status
Religious Studies,RELI 172,Principles of Research,Interdisciplinary approach to research combining theoretical knowledge with practical problem-solving.,3,None
Religious Studies,RELI 190,Fundamentals of Workshop,Comprehensive study of workshop with emphasis on theoretical foundations and practical applications.,3,None
Religious Studies,RELI 218,Applied Practice,Examination of key concepts and methodologies in practice. Includes hands-on experience and case studies.,3,RELI 159 or equivalent
Religious Studies,RELI 299,Applied Seminar,Interdisciplinary approach to seminar combining theoretical knowledge with practical problem-solving.,4,RELI 118 or equivalent
Religious Studies,RELI 352,Practice,Interdisciplinary approach to practice combining theoretical knowledge with practical problem-solving.,3,RELI 241 and junior standing
Religious Studies,RELI 399,Advanced Research,Comprehensive study of research with emphasis on theoretical foundations and practical applications.,3,RELI 200 and junior standing
Religious Studies,RELI 346,Workshop,In-depth analysis of workshop principles. Students will develop critical thinking and problem-solving skills.,2,RELI 265 and junior standing
Religious Studies,RELI 438,Special Topics in Workshop,Rigorous treatment of workshop theory and applications with emphasis on research methodology.,3,RELI 318 and senior standing or graduate status
Religious Studies,RELI 452,Graduate Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,4,RELI 394 and senior standing or graduate status
Religious Studies,RELI 483,Graduate Workshop,In-depth analysis of workshop principles. Students will develop critical thinking and problem-solving skills.,3,RELI 321 and senior standing or graduate status
Religious Studies,RELI 501,Graduate Research,Interdisciplinary approach to research combining theoretical knowledge with practical problem-solving.,2,RELI 363 and senior standing or graduate status
Anthropology,ANTH 138,Principles of Seminar,Fundamental concepts and applications of seminar. Designed for students pursuing careers in related fields.,3,None
Anthropology,ANTH 182,Introduction to Workshop,Advanced exploration of workshop covering current research and industry practices.,3,None
Anthropology,ANTH 298,Intermediate Workshop,Interdisciplinary approach to workshop combining theoretical knowledge with practical problem-solving.,2,ANTH 155 or equivalent
Anthropology,ANTH 217,Applied Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,4,ANTH 143 or equivalent
Anthropology,ANTH 339,Advanced Seminar,Comprehensive study of seminar with emphasis on theoretical foundations and practical applications.,1,ANTH 207 and junior standing
Anthropology,ANTH 369,Workshop,Advanced exploration of workshop covering current research and industry practices.,4,ANTH 237 and junior standing
Anthropology,ANTH 357,Practice,Fundamental concepts and applications of practice. Designed for students pursuing careers in related fields.,4,ANTH 253 and junior standing
Anthropology,ANTH 425,Graduate Workshop,Interdisciplinary approach to workshop combining theoretical knowledge with practical problem-solving.,4,ANTH 325 and senior standing or graduate status
Anthropology,ANTH 428,Advanced Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,4,ANTH 311 and senior standing or graduate status
Anthropology,ANTH 489,Graduate Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,3,ANTH 324 and senior standing or graduate status
Anthropology,ANTH 534,Advanced Methods,Rigorous treatment of methods theory and applications with emphasis on research methodology.,4,ANTH 391 and senior standing or graduate status
Anthropology,ANTH 602,Advanced Seminar,Advanced exploration of seminar covering current research and industry practices.,3,ANTH 378 and senior standing or graduate status
Anthropology,ANTH 585,Graduate Theory,Rigorous treatment of theory theory and applications with emphasis on research methodology.,3,ANTH 307 and senior standing or graduate status
Anthropology,ANTH 711,Graduate Practice,Examination of key concepts and methodologies in practice. Includes hands-on experience and case studies.,3,ANTH 323 and senior standing or graduate status
Anthropology,ANTH 555,Special Topics in Research,Rigorous treatment of research theory and applications with emphasis on research methodology.,1,ANTH 375 and senior standing or graduate status
Economics,ECON 154,Fundamentals of Practice,Rigorous treatment of practice theory and applications with emphasis on research methodology.,2,None
Economics,ECON 156,Principles of Seminar,Rigorous treatment of seminar theory and applications with emphasis on research methodology.,4,None
Economics,ECON 201,Applied Workshop,Examination of key concepts and methodologies in workshop. Includes hands-on experience and case studies.,1,ECON 123 or equivalent
Economics,ECON 261,Applied Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,3,ECON 198 or equivalent
Economics,ECON 394,Theory,Examination of key concepts and methodologies in theory. Includes hands-on experience and case studies.,3,ECON 283 and junior standing
Economics,ECON 319,Theory,Interdisciplinary approach to theory combining theoretical knowledge with practical problem-solving.,3,ECON 253 and junior standing
Economics,ECON 335,Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,3,ECON 228 and junior standing
Economics,ECON 409,Graduate Theory,Rigorous treatment of theory theory and applications with emphasis on research methodology.,3,ECON 322 and senior standing or graduate status
Economics,ECON 466,Special Topics in Seminar,Rigorous treatment of seminar theory and applications with emphasis on research methodology.,2,ECON 308 and senior standing or graduate status
Economics,ECON 448,Special Topics in Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,2,ECON 317 and senior standing or graduate status
Economics,ECON 554,Graduate Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,2,ECON 392 and senior standing or graduate status
Economics,ECON 707,Advanced Applications,Interdisciplinary approach to applications combining theoretical knowledge with practical problem-solving.,3,ECON 376 and senior standing or graduate status
Economics,ECON 563,Advanced Methods,Rigorous treatment of methods theory and applications with emphasis on research methodology.,2,ECON 303 and senior standing or graduate status
Political Science,POLI 121,Fundamentals of Programming,Fundamental concepts and applications of programming. Designed for students pursuing careers in related fields.,4,None
Political Science,POLI 149,Principles of Web Development,Comprehensive study of web development with emphasis on theoretical foundations and practical applications.,3,None
Political Science,POLI 236,Intermediate Machine Learning,Fundamental concepts and applications of machine learning. Designed for students pursuing careers in related fields.,1,POLI 162 or equivalent
Political Science,POLI 217,Applied Algorithms,Comprehensive study of algorithms with emphasis on theoretical foundations and practical applications.,3,POLI 180 or equivalent
Political Science,POLI 337,Software Engineering,Rigorous treatment of software engineering theory and applications with emphasis on research methodology.,2,POLI 214 and junior standing
Political Science,POLI 321,Advanced Computer Graphics,Advanced exploration of computer graphics covering current research and industry practices.,4,POLI 283 and junior standing
Political Science,POLI 336,Advanced Data Structures,Fundamental concepts and applications of data structures. Designed for students pursuing careers in related fields.,3,POLI 215 and junior standing
Political Science,POLI 416,Special Topics in Web Development,Interdisciplinary approach to web development combining theoretical knowledge with practical problem-solving.,3,POLI 317 and senior standing or graduate status
Political Science,POLI 415,Advanced Artificial Intelligence,Examination of key concepts and methodologies in artificial intelligence. Includes hands-on experience and case studies.,4,POLI 382 and senior standing or graduate status
Political Science,POLI 478,Special Topics in Computer Graphics,Rigorous treatment of computer graphics theory and applications with emphasis on research methodology.,3,POLI 361 and senior standing or graduate status
Political Science,POLI 676,Special Topics in Software Engineering,Advanced exploration of software engineering covering current research and industry practices.,3,POLI 346 and senior standing or graduate status
Political Science,POLI 536,Graduate Data Structures,Interdisciplinary approach to data structures combining theoretical knowledge with practical problem-solving.,2,POLI 316 and senior standing or graduate status
Political Science,POLI 643,Graduate Algorithms,Rigorous treatment of algorithms theory and applications with emphasis on research methodology.,3,POLI 306 and senior standing or graduate status
Psychology,PSYC 129,Introduction to Personality,Fundamental concepts and applications of personality. Designed for students pursuing careers in related fields.,3,None
Psychology,PSYC 156,Introduction to Personality,In-depth analysis of personality principles. Students will develop critical thinking and problem-solving skills.,2,None
Psychology,PSYC 242,Applied Abnormal Psychology,Comprehensive study of abnormal psychology with emphasis on theoretical foundations and practical applications.,3,PSYC 127 or equivalent
Psychology,PSYC 224,Applied Personality,In-depth analysis of personality principles. Students will develop critical thinking and problem-solving skills.,3,PSYC 192 or equivalent
Psychology,PSYC 351,Advanced Abnormal Psychology,Interdisciplinary approach to abnormal psychology combining theoretical knowledge with practical problem-solving.,3,PSYC 226 and junior standing
Psychology,PSYC 361,Research Methods,Rigorous treatment of research methods theory and applications with emphasis on research methodology.,3,PSYC 241 and junior standing
Psychology,PSYC 330,Research Methods,Fundamental concepts and applications of research methods. Designed for students pursuing careers in related fields.,3,PSYC 289 and junior standing
Psychology,PSYC 486,Advanced Social Psychology,Fundamental concepts and applications of social psychology. Designed for students pursuing careers in related fields.,1,PSYC 329 and senior standing or graduate status
Psychology,PSYC 494,Graduate Social Psychology,Comprehensive study of social psychology with emphasis on theoretical foundations and practical applications.,2,PSYC 358 and senior standing or graduate status
Psychology,PSYC 485,Special Topics in Abnormal Psychology,Interdisciplinary approach to abnormal psychology combining theoretical knowledge with practical problem-solving.,4,PSYC 384 and senior standing or graduate status
Psychology,PSYC 513,Advanced Personality,Fundamental concepts and applications of personality. Designed for students pursuing careers in related fields.,3,PSYC 320 and senior standing or graduate status
Psychology,PSYC 542,Special Topics in Cognitive Psychology,Examination of key concepts and methodologies in cognitive psychology. Includes hands-on experience and case studies.,4,PSYC 383 and senior standing or graduate status
Psychology,PSYC 515,Special Topics in Cognitive Psychology,In-depth analysis of cognitive psychology principles. Students will develop critical thinking and problem-solving skills.,3,PSYC 320 and senior standing or graduate status
